13963,Uncanny X-Men (1963) #422,422,86130,10,, | Archangel | Chamber | Guardian | Havok | Iceman | Juggernaut | Nightcrawler | Northstar | Polaris | Puck | Sasquatch (Walter Langkowski) | Snowbird | Stacy X | Vindicator | X-Men, | writer:Chuck Austen | writer:Stan Lee | letterer:Chris Eliopoulos | penciller:Ron Garney | editor:Mike Marts | inker:Mark Morales | colorist:Jd Smith | penciller (cover):Philip Tan,, | onsaleDate:2003-06-15T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400 | digitalPurchaseDate:2013-04-02T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2003,4

