34129,Amazing Spider-Man (1999) #639,639,67086,12,"ONE MOMENT IN TIME PART 2 It's Mary Jane's turn to come clean. What secrets has she been keeping? And who really saved Aunt May?  ", | Spider-Man, | writer:Stan Lee | writer:Marcos Martin | penciler:Joe Quesada | penciller (cover):Paolo Rivera,, | onsaleDate:2010-08-04T00:00:00-0400 | focDate:2010-07-15T00:00:00-0400, | printPrice:3.99,2010,8
 30314,Amazing Spider-Man (1999) #639,639,67086,12,, | Mary Jane Watson | Spider-Man, | letterer:Joe Caramagna | penciller:Richard Isanove | penciller:Danny K. Miki | penciller:Joe Quesada | penciller (cover):Paolo Rivera | colorist:MUNTSA VICENTE | editor:Stephen Wacker,, | onsaleDate:2010-07-28T00:00:00-0400 | focDate:2010-07-17T00:00:00-0400 | unlimitedDate:2011-07-11T00:00:00-0400 | digitalPurchaseDate:2011-09-20T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99
 
