50642,Original Sin (2014),0,73024,8,"IT'S THE PROLOGUE TO THE BIGGEST MARVEL SERIES OF THE SUMMER! WHO IS THE WATCHER? That's what Nova is wondering after his latest brush with the moon-dwelling enigma he's encountered before! But what he discovers will have a profound effect on the young hero, as well as priming the pump for the most cataclysmic event in Marvel history! WHAT DID HE SEE? ",, | penciller (cover):Jim Cheung | writer:Mark Waid, | Original Sin, | onsaleDate:2014-04-23T00:00:00-0400 | focDate:2014-04-02T00:00:00-0400 | unlimitedDate:2014-10-20T00:00:00-0400 | digitalPurchaseDate:2014-04-23T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:4.99
 
