36832,Ultimate Comics X-Men (2010) #5,5,35153,56,"The heroes must assemble to put an end to Stryker's evil plan! But is there a traitor amidst the new X-Men? ", | Rogue (Ultimate) | X-Men (Ultimate), | artist:Kaare Andrews | artist:Paco Medina | artist:Juan Vlasco | colorist:David Curiel Inshield | letterer:Joe Sabino | writer:Nick Spencer,, | onsaleDate:2011-12-28T00:00:00-0500 | focDate:2011-12-14T00:00:00-0500 | unlimitedDate:2012-12-27T00:00:00-0500 | digitalPurchaseDate:2011-12-28T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,12
 
