25366,Hulk (2008) #14,14,77373,15,"CODE RED PART 1 Red Hulk, Deadpool, The Punisher, Elektra, Thundra, The Crimson Dynamo form Code Red. What terrible secret could bring this group together -- only to run headlong into the deadliest team of mutants, the group called X-Force!", | Hulk, | letterer:Comicraft | letterer:Chris Eliopoulos | other:Jean-Francois Beaulieu | penciller:Ian Churchill | inker:Mark Farmer | inker:Chris Giarrusso | writer:Audrey Loeb | writer:Jeph Loeb | colorist:Chris Sotomayor | colorist:Peter Steigerweld,, | onsaleDate:2009-08-26T00:00:00-0400 | focDate:2009-08-06T00:00:00-0400 | unlimitedDate:2010-02-10T00:00:00-0500 | digitalPurchaseDate:2011-03-22T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2009,8

