21975,Avengers: The Initiative (2007) #17,17,59020,24,"Join Mutant Zero, Trauma, Bengal, Constrictor, and Ant-Man as they undertake this war's most dangerous mission: to take out the Skrull Spider-Woman! Plus, a new Avenger and more clues as to Mutant Zero's identity! ", | 3-D Man | Ant-Man (Eric O'Grady) | Bengal | Constrictor | Hank Pym | Jocasta | Nick Fury | Skrulls | Spider-Woman (Jessica Drew), | editor:Tom Brevoort | penciller:Mark Brooks | letterer:Joe Caramagna | writer:Christos Gage | writer:Dan Slott | colorist:Jay David Ramos | colorist:Christina Strain | inker:Harvey Tolibao, | Secret Invasion, | onsaleDate:2008-09-24T00:00:00-0400 | focDate:2008-09-04T00:00:00-0400 | unlimitedDate:2008-10-29T00:00:00-0400 | digitalPurchaseDate:2011-08-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,9
 
