5099,Runaways (2005) #20,20,23559,97,"DEAD MEANS DEAD CHAPTER 2 As the Runaways struggle with the loss of one of their members, the young heroes must also contend with the growing pains of an all-new lineup, and an all-new threat to the Marvel Universe. ", | Runaways, | penciller (cover):Jo Chen | letterer:Randy Gentile | penciller:Mike Norton | colorist:Christina Strain | writer:Brian K. Vaughan | inker:Craig Yeung,, | onsaleDate:2006-09-20T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-01-11T00:00:00-0500 | digitalPurchaseDate:2011-08-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2006,9
 
