29718,New Mutants Forever (2010) #1,1,16784,113,"The third generation of Xavier's pupils is back...like you've never seen them! New York Times best-selling author and X-Men visionary Chris Claremont returns to the young mutant heroes he created to turn their lives upside down! Their headmaster, Magneto, has just joined the Hellfire Club, and now the team faces a threat so terrible they're willing to join forces with the Black Queen, Selene!  With the stunning pencils of Al Rio, series co-creator Bob McLeod on inks, and the legendary Bill Sienkiewicz on covers, this is one series no New Mutants fan should miss! Rated A ...$3.99",,,, | onsaleDate:2010-08-04T00:00:00-0400 | focDate:2010-07-24T00:00:00-0400 | unlimitedDate:2015-07-10T14:14:16-0400, | printPrice:3.99 ,2010,8

