27569,Incredible Hulks (2009) #600,600,92282,8,"WHO IS THE RED HULK?!   THE AMAZING SPIDER-MAN IS GOING TO TRY AND FIND OUT!   GREEN HULK!  RED HULK!  SPIDEY!  SECRETS REVEALED!  A STORY SO BIG IT CAN BARELY BE CONTAINED IN THE INCREDIBLE 600TH ISSUE OF HULK!  ALL THIS AND A STARTLING SURPRISE ENDING TO TOP ALL THE OTHER SHOCKING SURPRISES THIS HULK BOOK IS KNOWN FOR! The chart-topping team of Jeph Loeb and Ed McGuinness bring you a 600th-issue celebration guest starring your friendly Neighborhood Web-Head as the original Incredible series returns!  Plus, back-up story by Fred Van Lente featuring the Savage She-Hulk! And representing the first issue of the Loeb/Sale HULK: GRAY series,  Rated A ...$4.99", | Hulk, | letterer:Comicraft | letterer:Alejandro Arbona | letterer:Tom Orzechowski | colorist:Guru-eFX | colorist:Dan Brown | colorist:Chris Giarrusso | colorist:Peter Pantazis | colorist:Alex Ross | penciller:Rodney Buchemi | penciller:Ed McGuinness | penciller:Michael Ryan | penciller:Steve Scott | other:Jon Ennis | inker:Salvador Espin | inker:Mark Farmer | inker:Al Vey | writer:Stan Lee | writer:Audrey Loeb | writer:Jeph Loeb | writer:Fred Van Lente,, | onsaleDate:2009-07-22T00:00:00-0400 | focDate:2009-07-02T00:00:00-0400 | unlimitedDate:2011-02-01T11:23:37-0500 | digitalPurchaseDate:2010-11-02T00:00:00-0400, | printPrice:4.99 | digitalPurchasePrice:1.99 ,2009,7

