40642,Hulk (2008) #46,46,22974,88,"HULK OF ARABIA Conclusion! Can the Red Hulk stop the end of the world? ", | Red Hulk, | writer:Jeff Parker | artist:Patrick Zircher,, | onsaleDate:2011-12-21T00:00:00-0500 | focDate:2011-11-28T00:00:00-0500 | unlimitedDate:2012-02-27T00:00:00-0500, | printPrice:2.99,2011,12
 
