39965,Ultimate Fallout (2011) #3,3,44492,31,"Witness the fate of the Ultimate Comics Universe after DEATH OF SPIDER-MAN. ",, | writer:various | penciller (cover):Andy Kubert,, | onsaleDate:2011-07-27T00:00:00-0400 | focDate:2011-07-13T00:00:00-0400 | unlimitedDate:2013-04-08T00:00:00-0400 | digitalPurchaseDate:2011-07-27T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,7
 
