21741,Avengers: The Initiative (2007) #16,16,60350,27,"The Skrull Kill Krew is back! And they're ready to kill, maim, torture, and butcher every mother lovin' Skrull out there! Also, back at Camp Hammond, Ant-Man is in a giant world of trouble. ", | 3-D Man | Beta-Ray Bill | Hank Pym | Iron Patriot (James Rhodes) | Nick Fury | Thing | Trauma, | editor:Tom Brevoort | penciller:Mark Brooks | penciller:Stefano Caselli | letterer:Joe Caramagna | writer:Christos Gage | writer:Dan Slott | colorist:Luca Malisan | colorist:Christina Strain, | Secret Invasion, | onsaleDate:2008-08-27T00:00:00-0400 | focDate:2008-08-07T00:00:00-0400 | unlimitedDate:2009-07-07T00:00:00-0400 | digitalPurchaseDate:2011-08-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,8
 
