14328,X-Men (1991) #4,4,36051,40,, | Banshee | Beast | Cyclops | Gambit | Jubilee | Omega Red | Rogue | Wolverine | X-Men, | writer:John Byrne | editor:Suzanne Gaffney | editor:Bob Harras | penciller (cover):Jim Lee | letterer:Tom Orzechowski | colorist:Joe Rosas | inker:Scott Williams,, | onsaleDate:1992-01-10T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-11-30T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:1.99 ,2001,3

