21728,X-Factor (2005) #34,34,50390,40,"SECRET INVASION TIE-IN X-Factor is in pursuit of Darwin, whose father is looking for him. She-Hulk and Jazinda are in pursuit of Longshot, who may hold the key to defeating the Skrull invasion. Will Darwin and Longshot be found? ", | X-Men, | colorist:Boo Cook | colorist:Jeromy Cox | writer:Peter David | other:Chris Eliopoulos | letterer:Cory Petit | inker:Jonathan Sibal | penciller:Larry Stroman, | Secret Invasion, | onsaleDate:2008-08-20T00:00:00-0400 | focDate:2008-07-31T00:00:00-0400 | unlimitedDate:2009-07-15T00:00:00-0400 | digitalPurchaseDate:2012-02-29T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,8
 
