16570,World War Hulk: Front Line (2007) #6,6,53140,34,"Reporters Ben Urich and Sally Floyd are on the scene of the Hulk's war on Earth â€"" but will they get caught in the crossfire? Also, detective Danny Granville and Hulk's warbound ally Korg expose the truth behind the death of ARCH-E-5912! ", | Hulk, | penciller:Ramon Bachs | writer:Paul Jenkins | letterer:Dave Sharpe | penciller (cover):John Watson, | World War Hulk, | onsaleDate:2007-11-29T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-09-25T00:00:00-0400 | digitalPurchaseDate:2011-08-02T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,11
 
