48678,Uncanny X-Men (2013) #20,20,55359,22,"- Cyclops and his revolutionary X-Men take on SHIELD! - They get closer to finding those at SHIELD responsible for the Sentinels that nearly killed them, but find themselves in even greater danger! ",, | penciller (cover):Chris Bachalo | writer:Brian Michael Bendis,, | onsaleDate:2014-04-16T00:00:00-0400 | focDate:2014-04-02T00:00:00-0400 | unlimitedDate:2014-10-20T00:00:00-0400 | digitalPurchaseDate:2014-04-16T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
