24405,Amazing Spider-Man (1999) #598,598,61561,24,"Harry Osborn's ex-girlfriend Lily, is in Norman's custody and pregnant with Harry's child. Looks like it's time for a nice, little family reunion! ", | Harry Osborn | Menace | Norman Osborn | Spider-Man, | inker:Marco Checchetto | inker:Amilton Santos | inker:PAULO SIQUEIRA | colorist:Chris Chuckry | colorist:Jeromy Cox | letterer:Chris Eliopoulos | penciller (cover):Phil Jimenez | writer:Joe Kelly | editor:Stephen Wacker, | Dark Reign, | onsaleDate:2009-06-24T00:00:00-0400 | focDate:2009-06-04T00:00:00-0400 | unlimitedDate:2010-01-01T00:00:00-0500 | digitalPurchaseDate:2011-01-26T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,6
 
