50726,Marvel Universe Avengers Assemble (2013) #4,4,5082,290,"- DR. DOOM summons a Midgard Serpent using powerful Asgardian magic. -Only THOR can save the AVENGERS...but at what cost? ",, | writer:Joe Caramagna,, | onsaleDate:2014-01-08T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2014-07-07T00:00:00-0400, | printPrice:2.99
 
