15572,Fantastic Four (1998) #50,50,56394,17,, | Fantastic Four | Human Torch | Invisible Woman | Mr. Fantastic | She-Hulk (Jennifer Walters) | Thing | Tyrannus | Wasp, | letterer:Comicraft | letterer:Albert Deschesne | letterer:Mike Royer | letterer:Richard Starkings | editor:Tom Brevoort | editor:Marc Sumerak | colorist:Liquid Color | colorist:Angelo Tsang | inker:Omar Dogan | inker:Scott Koblish | inker:Jesus Merino | penciller:Tom Grummett | penciller:Alvin Lee | penciller:Steve Rude | writer:Erik Ko | writer:Jeph Loeb | writer:Jesus Marin | writer:Rafael Marin | writer:Fabian Nicieza | writer:Carlos Pacheco,, | onsaleDate:2002-02-10T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2013-08-12T11:10:31-0400, | printPrice:0 ,2001,12

