37055,Hulk (2008) #32,32,30652,53,The Red Hulk has nowhere to call home. He can't sleep or he'll run the risk of turning human...to be killed immediately by the formidable General Fortean. The Red Hulk needs time and answers; instead he gets another unstoppable hunter created by Zero/One  just for him! , | Hulk, | penciller:Gabriel Hardman | writer:Jeff Parker,, | onsaleDate:2011-04-20T00:00:00-0400 | focDate:2011-03-28T00:00:00-0400 | unlimitedDate:2012-02-16T00:00:00-0500 | digitalPurchaseDate:2012-05-22T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2011,4

