20976,Black Panther (2005) #36,36,20835,111,"BACK TO AFRICA, PART 2 ,2008,5
<br>Back in Wakanda, the Royal Couple's troubles continue, as one of T'Challa's greatest foes makes his power move. 
<br>Rated T+ ...$2.99 
<br>", | Black Panther, | penciller (cover):Alan Davis | writer:Reginald Hudlin | letterer:Cory Petit | artist:Francis Portela,, | onsaleDate:2008-05-21T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-04-17T00:00:00-0400 | digitalPurchaseDate:2013-04-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99
 
