19920,Iron Man (1998) #46,46,39312,46,, | Iron Man | Jocasta | Nick Fury, | editor:Tom Brevoort | editor:Jim Salicrup | editor:Marc Sumerak | editor:Len Wein | inker:Vince Colletta | inker:Rob Stull | letterer:John Costanza | letterer:Randy Gentile | penciler:Keron Grant | penciler:Bob Layton | penciler:John Romita JR. | penciler:George Tuska | colorist:Ed Hannigan | colorist:Phil Rachelson | colorist:Ben Sean | colorist:Bob Sharen | colorist:Edgar Tadeo | writer:Bill Mantlo | writer:David Michelinie | writer:Frank Tieri,, | onsaleDate:2001-11-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,9

