36051,Incredible Hulks (2009) #623,623,30140,50,"The Hulk has never been welcome in the civilized world. What better place for the savage Hulks than the Savage Land? Get ready for PLANET SAVAGE as Hulk and Skaar invade the prehistoric paradise of Ka-Zar, Lord of the Hidden Jungle. Featuring the showstopping pencils of superstar Dale Eaglesham and the return of a deadly frenemy the Hulk should never have forgotten.", | Hulk | Red She-Hulk, | penciller:Dale Eaglesham,, | onsaleDate:2011-02-23T00:00:00-0500 | focDate:2011-02-09T00:00:00-0500 | unlimitedDate:2011-12-16T00:00:00-0500, | printPrice:2.99 ,2011,2

