39017,Captain America (2004) #617,617,45400,32," Your monthly dose of Cap is now bigger than ever, as a new era begins! Now also starring STEVE ROGERS, SUPER-SOLDIER in a story that intertwines with, and complements, the main story, both written by Cap mastermind Ed Brubaker. Bucky's life takes a turn no one ever expected, but that's all top secret. Meanwhile, Steve Rogers faces a world without a Captain America. ", | Captain America | Odin | Sin | Thor | Winter Soldier, | editor:Tom Brevoort | writer:Ed Brubaker | penciller (cover):Marko Djurdjevic | penciller:Butch Guice,, | onsaleDate:2011-04-27T00:00:00-0400 | focDate:2011-04-04T00:00:00-0400 | unlimitedDate:2013-08-19T13:37:16-0400 | digitalPurchaseDate:2011-11-16T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,4
 
