37066,Chaos War: Ares (2010) #1,1,15232,128,"Ares is dead, torn in half at the hands of the Sentry. But what is worse than death for the God of War? Being enlisted into the army of the Chaos King! Ares defeated the Chaos King once before, but now he's dead and armed only with his love for his son. ", | Ares | Hawkeye | Sentry (Robert Reynolds) | Venom (Mac Gargan), | penciler:Marko Djurdjevic | writer:Mike Avon Oeming | penciller:Stephen Segovia, | Chaos War, | onsaleDate:2010-12-08T00:00:00-0500 | focDate:2010-11-26T00:00:00-0500 | unlimitedDate:2013-04-08T15:31:02-0400, | printPrice:3.99,2010,12
 
