23841,Dark Reign: Elektra (2009) #1,1,36380,41,"She's the deadliest woman in the world...and she's never been in worse shape. Broken, beaten, and tortured by alien scientists, Elektra stumbles to freedom in the aftermath of the Skrull invasion. Now she struggles and fights to stay barely alive, and to clear her name for atrocities committed by an impostor. A LOT of people want Elektra killed...and in her state, that shouldn't be too difficult...By Zeb Wells (AMAZING SPIDER-MAN) and Clay Mann (DAREDEVIL)!,2009,3
<br>Rated T+ ...$3.99
<br>",, | other:Lee Bermejo | other:Chris Eliopoulos | colorist:Matt Hollingsworth | penciller:Clay Mann | inker:Mark Pennington | letterer:Cory Petit | writer:Zeb Wells,, | onsaleDate:2009-03-25T00:00:00-0400 | focDate:2009-03-05T00:00:00-0500, | printPrice:3.99
 23840,Dark Reign: Elektra (2009) #1,1,36380,41,"She's the deadliest woman in the world...and she's never been in worse shape. Broken, beaten, and tortured by alien scientists, Elektra stumbles to freedom in the aftermath of the Skrull invasion. Now she struggles and fights to stay barely alive, and to clear her name for atrocities committed by an impostor. A LOT of people want Elektra killed...and in her state, that shouldn't be too difficult...By Zeb Wells (AMAZING SPIDER-MAN) and Clay Mann (DAREDEVIL)!
<br>Rated T+ ...$3.99
<br>",, | colorist:Matt Hollingsworth | penciller:Clay Mann | inker:Mark Pennington | writer:Zeb Wells, | Dark Reign, | onsaleDate:2009-03-25T00:00:00-0400 | focDate:2009-03-05T00:00:00-0500 | unlimitedDate:2009-11-24T00:00:00-0500 | digitalPurchaseDate:2013-06-18T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99
 
