36427,X-Men Legacy (2008) #244,244,40193,24,"Something sinister is lurking on Utopia. When an invisible threat walks amongst the X-Men, they turn to someone who doesn't rely on sight to battle their unseen foe. What presence awaits the X-Men in battle? ", | X-Men, | penciller (cover):Joy Ang | writer:Mike Carey | editor:Daniel Ketchum | penciller:Harvey Tolibao,, | onsaleDate:2011-01-26T00:00:00-0500 | focDate:2011-01-13T00:00:00-0500 | unlimitedDate:2012-12-11T00:00:00-0500 | digitalPurchaseDate:2012-03-27T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,1
 
