20086,Elektra (2001) #9,9,40569,29,, | Elektra, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Stuart Moore | letterer:Wes Abbot | letterer:Richard Starkings | penciler:Chuck Austen | penciler:Joe Bennett | penciler:Greg Horn | colorist:Nathan Eyring | writer:Greg Rucka,, | onsaleDate:2002-05-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2015-08-24T15:08:08-0400, | printPrice:0 ,2002,3

