14934,New X-Men (2001) #115,115,142308,1,E For Extinction Part 2 (of 3)  Cassandra Nova stands responsible for the murder of 16 million mutants and the X-Men are bringing her down - dead or alive!, | Beast | Cyclops | Emma Frost | Magneto | Master Mold | Professor X | Wolverine | X-Men, | letterer:Comicraft | letterer:Saida Temofonte | colorist:Hi Fi Design | writer:Grant Morrison | editor:Mark Powers | penciller (cover):Frank Quitely | inker:Tim Townsend,, | onsaleDate:2001-08-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-05-14T00:00:00-0400 | digitalPurchaseDate:2010-07-20T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2001,6

