6218,Runaways (2005) #25,25,56193,42,"Runaways Vol. 8: Dead End Kids ", | Runaways, | penciller (cover):Jo Chen | letterer:Randy Gentile | inker:Rick Ketcham | penciller:Michael Ryan | colorist:Christina Strain | writer:Joss Whedon,, | onsaleDate:2007-04-04T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-12-22T00:00:00-0500 | digitalPurchaseDate:2011-12-20T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,4
 
