16189,World War Hulk: Gamma Corps (2007) #2,2,54493,37,"The Gamma Corps want the Hulk dead-- but why? Find out this issue as we explore the individual origins of Corp members Prodigy, Mess, Mr Gabriel and Griffin! Shocking revelations will be made-including the surprising connection one of them has to a former Hulk side kick and how another is actually an ex-member of the Hulk's Rogue's Gallery! Plus, General Ryker fires his first salvo and officially enters WWH!,2007,8
<br>
<br>32 PGS./Rated A ...$2.99 
<br>", | Hulk, | inker:Sandu Florea | letterer:Randy Gentile | penciller (cover):Staz Johnson | colorist:Wil Quintana | writer:Frank Tieri, | World War Hulk, | onsaleDate:2007-08-22T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-08-01T00:00:00-0400 | digitalPurchaseDate:2013-02-19T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99
 
