24824,Immortal Weapons (2009) #1,1,22136,96,"Out of the pages of IMMORTAL IRON FIST! Jason Aaron (WOLVERINE) and Mico Suayan (MOON KNIGHT) plus an all-star roster of guest artists kick off IMMORTAL WEAPONS in this double-sized issue! Fat Cobra! No man has fought more heartily, consumed more mightily, or lived life more fully! Fat Cobra! Master of the sumo thunder stomp and the devil's skullcrusher! Fat Cobra! Immortal Weapon from the Seven Capital Cities of Heaven! But to this day, no man has known the story of Fat Cobra's life...including the Cobra himself! Discover the shocking origins of this boisterous brawler and witness his decades of adventure! Meanwhile, Danny Rand embarks on his own mission of search and adventure, in a special bonus story by IMMORTAL IRON FIST writer Duane Swierczynski running through all five IMMORTAL WEAPONS issues! Rated T  ...$3.99", | Fat Cobra | Hercules | Iron Fist (Danny Rand) | Luke Cage | Misty Knight | Nick Fury | Union Jack (Montgomery Falsworth), | writer:Jason Aaron | writer:Duane Swierczynski | colorist:David Aja | colorist:June Chung | colorist:Edgar Delgado | colorist:Matt Hollingsworth | colorist:Michael Horwitz | colorist:Jelena Kevic Djurdjevic | inker:Roberto Delatorre | inker:Stefano Gaudiano | inker:Michael Lark | inker:Victor Olazaba | inker:Jordan White | penciller:Khari Evans | penciller:Travel Foreman | penciller:Mico Suayan | letterer:Nate Piekos,, | onsaleDate:2009-07-22T00:00:00-0400 | focDate:2009-07-02T00:00:00-0400 | unlimitedDate:2010-02-23T00:00:00-0500 | digitalPurchaseDate:2010-12-28T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2009,7

