36425,X-Men Legacy (2008) #252,252,41365,36,"Not only have the X-Men escaped from the Age of X, but so have the most dangerous monsters from Legion's psyche! Desperate to find them, Legion and a team of X-Men leave the safety of Utopia, but it won't be long before they are in over their heads. ", | Legion | X-Men, | writer:Mike Carey | editor:Daniel Ketchum | penciller:Steve Kurth | penciller (cover):Mico Suayan,, | onsaleDate:2011-07-27T00:00:00-0400 | focDate:2011-07-04T00:00:00-0400 | unlimitedDate:2012-12-25T00:00:00-0500 | digitalPurchaseDate:2012-10-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,7
 
