21959,Marvel 1985 (2008) #5,5,33576,68,Toby Goodman's figured out the only way he can save the real world of 1985 from an invasion of super-villains from the Marvel Universe-but to do so he has to lay his life on the line and journey to the one place he never imagined he'd go...,, | colorist:Tommy Lee Edwards | writer:Mark Millar | letterer:John Workman,, | onsaleDate:2008-09-24T00:00:00-0400 | focDate:2008-09-04T00:00:00-0400 | unlimitedDate:2010-02-12T00:00:00-0500 | digitalPurchaseDate:2011-05-03T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2008,9

