19937,Iron Man (1998) #61,61,37185,44,, | Iron Man, | editor:Tom Brevoort | editor:Marc Sumerak | letterer:Chris Eliopoulos | penciler:Mike Grell | colorist:Arsia Rozegar,, | onsaleDate:2003-01-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2002,11

