31142,Avengers: The Children's Crusade (2010) #5,5,31945,47,"Latveria is a battle-ground! As Magneto battles Doctor Doom and the Young Avengers take on the Avengers, the reappearance of the time-traveling Iron Lad allows Wanda's powers to be released upon the timestream, changing the Marvel Universe forever. ", | Avengers | Young Avengers, | editor:Tom Brevoort | penciller:Jim Cheung | writer:Allan Heinberg,, | onsaleDate:2011-04-06T00:00:00-0400 | focDate:2011-03-23T00:00:00-0400 | unlimitedDate:2012-03-06T00:00:00-0500 | digitalPurchaseDate:2012-03-20T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,4
 
