20083,Elektra (2001) #6,6,52716,21,, | Elektra, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Stuart Moore | penciler:Chuck Austen | penciler:Greg Horn | writer:Brian Michael Bendis | colorist:Nathan Eyring,, | onsaleDate:2002-02-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-11-03T00:00:00-0500, | printPrice:0 ,2001,12

