48547,Avengers Undercover (2014) #2,2,23746,97,"GO INSIDE THE MASTERS OF EVIL! - Our teen heroes infiltrate the Avengers' arch nemesis...but will they ever get out? - Bloodstone + the Son of Satan = Hell on Earth! ",, | writer:Dennis Hopeless | penciller (cover):Francesco Mattina | artist:Kev Walker,, | onsaleDate:2014-04-09T00:00:00-0400 | focDate:2014-03-26T00:00:00-0400 | unlimitedDate:2014-10-13T00:00:00-0400 | digitalPurchaseDate:2014-04-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:2.99
 
