21758,Cable (2008) #6,6,45027,53,"Cyclops must make a gametime decision after learning that Bishop is in hot pursuit of Cable and the last hope for mutankind! ", | Beast | Bishop | Cable | Colossus | Cyclops | Emma Frost | Forge | Hope Summers | Iceman | Jean Grey | Kitty Pryde | Nightcrawler | Storm | Wolverine | X-23, | editor:Axel Alonso | letterer:Joe Caramagna | penciller (cover):Adi Granov | penciller:MICHEL Lacombe | colorist:Ariel Olivetti | colorist:Val Staples | writer:Duane Swierczynski,, | onsaleDate:2008-08-06T00:00:00-0400 | focDate:2008-07-17T00:00:00-0400 | unlimitedDate:2009-05-13T00:00:00-0400 | digitalPurchaseDate:2010-11-24T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2008,8
 
