30602,Ultimate Comics New Ultimates (2010) #2,2,53323,27,"When Amora the Enchantress goes to work on the team, who will betray them? And what terrifying pact will Thor make with Hela to be reborn? ",,,, | onsaleDate:2010-05-05T00:00:00-0400 | focDate:2010-04-15T00:00:00-0400 | unlimitedDate:2011-10-13T16:53:38-0400 | digitalPurchaseDate:2012-02-07T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,5
 
