15591,Fantastic Four (1998) #68,68,51549,24,,,,, | onsaleDate:2003-06-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-02-22T00:00:00-0500 | digitalPurchaseDate:2013-12-31T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:1.99 ,2003,4

