29222,Avengers Academy (2010) #7,7,27774,63,"After an unfortunate accident, the Absorbing Man is released from custody and runs rampant on the city! With no options left, the students of the Avengers Academy must assemble against a foe that even their teachers cannot defeat. Fly or flunk! ", | Hank Pym | Reptil | Tigra (Greer Nelson) | Wasp, | writer:Christos Gage | penciler:Mike McKone | penciler:Tom Raney,, | onsaleDate:2010-12-15T00:00:00-0500 | focDate:2010-11-20T00:00:00-0500 | unlimitedDate:2012-10-09T00:00:00-0400 | digitalPurchaseDate:2012-04-10T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,12
 
