24418,Amazing Spider-Man (1999) #611,611,64484,15,"Prepare for the Deadpool and Spider-Man team-up of the century! What has brought the Merc With A Mouth to Spidey's neck of the woods? What does it have to do with the arduous trials he will come to face in his future? Plus, Lady Stilt-Man! ", | Deadpool | Spider-Man | Spider-Woman (Mattie Franklin), | penciller:Eric Canete | letterer:Joe Caramagna | writer:Joe Kelly | colorist:Andres Mossa | editor:Stephen Wacker | penciller (cover):Skottie Young,, | onsaleDate:2009-11-11T00:00:00-0500 | focDate:2009-10-22T00:00:00-0400 | unlimitedDate:2009-12-01T00:00:00-0500 | digitalPurchaseDate:2011-02-01T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,11
 
