38029,Fear Itself (2010) #5,5,19956,118,"Thor.  Hulk.  Thing. The fight to end all fights. And while it rages, the Serpent's forces deal Captain America a blow not even he can withstand. ", | Captain America | Hulk | Iron Man | Sin | Thing | Thor, | writer:Matt Fraction | penciller:Stuart Immonen | penciller (cover):Steve McNiven, | Fear Itself, | onsaleDate:2011-08-10T00:00:00-0400 | focDate:2011-07-27T00:00:00-0400 | unlimitedDate:2012-03-23T00:00:00-0400 | digitalPurchaseDate:2011-09-20T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,8
 
