37945,X-Factor (2005) #228,228,23461,84,"REGENESIS Still reeling from the shocking death of one of their own, how can the X-Factor team possibly take down the one responsible-- the deadly Bloodbath? ", | Madrox | X-Factor, | writer:Peter David | artist:Leonard Kirk | artist:David Yardin | colorist:Matt Milla | letterer:Cory Petit,, | onsaleDate:2011-12-07T00:00:00-0500 | focDate:2011-11-14T00:00:00-0500 | unlimitedDate:2013-01-02T01:00:00-0500 | digitalPurchaseDate:2011-12-07T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,12
 
