8512,Deadpool (1997) #55,55,26564,70,"The battle between Deadpool and Punisher rages on as the two clash all over the city! ",,,, | onsaleDate:2001-08-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2013-07-26T14:28:03-0400 | digitalPurchaseDate:2013-03-26T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99,2001,6
 
