35297,Uncanny X-Force (2010) #18,18,54274,21,"Prepare for the aftermath of THE DARK ANGEL SAGA. Psylocke must say goodbye to the man she loves, once and for all. Wounds must heal. The mission must begin anew. ", | Deadpool | Fantomex | Wolverine | X-Men, | artist:Jerome Opena | artist:Esad Ribic | letterer:Cory Petit | writer:Rick Remender | colorist:Dean White, | X-Men: Regenesis, | onsaleDate:2011-12-07T00:00:00-0500 | focDate:2011-11-14T00:00:00-0500 | unlimitedDate:2012-12-20T00:00:00-0500 | digitalPurchaseDate:2012-05-01T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,12
 
