33695,Deadpool Pulp (2010) #1,1,20965,97,"Wade Wilson aka Deadpool. He's the CIA's deadliest agent, and he's also suffering from multiple personality disorder. Wilson is also the only one capable of hunting down a rogue CIA agent and recovering a stolen nuclear suitcase. ",, | inker:Jae Lee | colorist:Lee Loughridge,, | onsaleDate:2010-09-01T00:00:00-0400 | focDate:2010-08-21T00:00:00-0400 | unlimitedDate:2011-09-26T00:00:00-0400 | digitalPurchaseDate:2012-08-07T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,9
 
