16569,World War Hulk: Front Line (2007) #5,5,59521,26,"Will reporter Sally Floyd cover the story of the century or crawl back into the bottle? Meanwhile, the odd couple of Detective Danny Granville and alien Korg scramble to uncover a killer before Danny's own life is forfeited! ", | Hulk | Sentry (Robert Reynolds), | penciller:Ramon Bachs | penciller:Shawn Martinbrough | penciller:Chris Moreno | writer:Paul Jenkins | letterer:Dave Sharpe | penciller (cover):John Watson, | World War Hulk, | onsaleDate:2007-10-10T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-09-11T00:00:00-0400 | digitalPurchaseDate:2011-08-02T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,10
 
