3955,Incredible Hulk (1999) #93,93,43686,48,"Stranded on an alien planet and thrown into the Imperial Arena to fight as a gladiator, the Hulk seizes the opportunity to smash with abandon.  But inspired by the Hulk's defiance of the corrupt Red King, a group of rebels try to break him out of captivity.  ", | Hulk | Miek, | letterer:Randy Gentile | inker:Jeffrey Huet | penciller:Carlo Pagualyan | writer:Greg Pak | penciller (cover):Brandon Peterson | colorist:Chris Sotomayor, | Planet Hulk, | onsaleDate:2006-03-22T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-03-11T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2006,3

