36833,Ultimate Comics X-Men (2010) #4,4,37115,52,"Our heroes must assemble to put an end to Stryker's evil plan! Plus, is there a traitor amidst the new X-Men? ", | Quicksilver (Ultimate) | X-Men (Ultimate), | other:Jeph Loeb | letterer:Richard Starkings,, | onsaleDate:2011-12-14T00:00:00-0500 | focDate:2011-11-30T00:00:00-0500 | unlimitedDate:2012-12-26T00:00:00-0500, | printPrice:3.99,2011,12
 
