20060,Elektra (2001) #17,17,32304,60,, | Elektra, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Joe Quesada | penciler:Joe Bennett | penciler:Greg Horn | penciler:Carlo Pagualyan | colorist:Nathan Eyring | colorist:Chris Sotomayor | inker:Danny K. Miki | writer:Greg Rucka | letterer:Richard Starkings,, | onsaleDate:2003-01-15T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-02-15T00:00:00-0500, | printPrice:0 ,2002,11

