706,Cable & Deadpool (2004) #4,4,34967,58,"""IF LOOKS COULD KILL"" PART 4 (OF 6) One of them can't access his mutant powers; the other one can't use his healing factor. But Cable and Deadpool are still going to fight -- not only for the sake of gratuitous, all-out action; but also for honor, the betterment of mankind and the well-being of puppies everywhere. (Okay, we made up the part about puppies.)", | Deadpool, | inker:Udon Comics | penciller (cover):Rob Liefeld | writer:Fabian Nicieza | penciller:Patrick Zircher,, | onsaleDate:2004-06-16T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2011-03-08T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2004,6

