47813,Inhuman (2014) #4,4,34215,63,"Rising star RYAN STEGMAN (SUPERIOR SPIDER-MAN, WOLVERINE) joins the INHUMAN team! Medusa and the Inhumans get a visitor to New Attilan- THOR! Who is Reader and is he friend or foe?!", | Medusa | Thor, | writer:Charles Soule | penciller (cover):Ryan Stegman,, | onsaleDate:2014-08-27T00:00:00-0400 | focDate:2014-08-04T00:00:00-0400 | unlimitedDate:2015-02-23T00:00:00-0500 | digitalPurchaseDate:2014-08-27T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
