16173,World War Hulk: Front Line (2007) #3,3,69100,29,"Ben Urich and Sally Floyd are hitting the street to get the real story! Meanwhile, Korg and Danny Granville continue their mission to figure out who really killed one of Hulk's allies. ", | Black Bolt | Captain Marvel (Carol Danvers) | Cyclops | Hulk | Iron Man | Spider-Man | Thing | Tigra (Greer Nelson) | Wolverine, | penciller:Ramon Bachs | writer:Paul Jenkins | penciller (cover):John Watson, | World War Hulk, | onsaleDate:2007-08-08T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-07-18T00:00:00-0400 | digitalPurchaseDate:2011-08-02T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,8
 
