5105,Ms. Marvel (2006) #7,7,64967,27,Ms. Marvel and Wonder Man team up to track down a pair of rogue heroes. The situation is further complicated when one of them turns out to be an ex-Avenger!, | Captain Marvel (Carol Danvers), | penciller:Roberto Delatorre | penciller (cover):David Mack | writer:Brian Reed | letterer:Dave Sharpe | inker:Jonathan Sibal | colorist:Chris Sotomayor, | Civil War, | onsaleDate:2006-09-13T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400 | digitalPurchaseDate:2010-08-17T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2006,9

