40,New Avengers (2004) #1,1,240734,1,"After the devastating destruction of the original Avenger's just what sort of threat to the world could persuade Captain America to assemble an all new team? And after the events of AVENGERS DISASSEMBLED, who could possibly be on this team? The answer to the biggest secret in comics is only found right here. ", | Avengers | Captain America | Iron Man | Luke Cage | Sentry (Robert Reynolds) | Spider-Man | Spider-Woman (Jessica Drew) | Wolverine, | writer:Brian Michael Bendis | colorist:Frank D'Armata | penciller:David Finch | inker:Danny K. Miki | letterer:Richard Starkings,, | onsaleDate:2004-12-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-05-13T00:00:00-0400, | printPrice:2.25 | digitalPurchasePrice:1.99 ,2004,12

