38596,Venom (2011) #2,2,41006,37,"A mysterious super villain has weaponized Antarctic. Vibranium to sell to dictators, madmen and terrorists across the globe. To stop this WMD, the US military unleashes the enhanced black ops agent Venom! First stop on his hunt: The Savage Land! But who's hunting who? Venom soon discovers that death stalks these jungles; Kraven the Hunter stalks these jungles! Rick Remender (UNCANNY X-FORCE, PUNISHER) and Tony Moore (PUNISHER, The Walking Dead) give you ringside seats to the grittiest, down-and-dirtiest brawl of the year! Venom vs. Kraven the Hunter!", | Venom (Flash Thompson), | penciller (cover):Tony Moore | writer:Rick Remender | editor:Stephen Wacker,, | onsaleDate:2011-04-27T00:00:00-0400 | focDate:2011-04-04T00:00:00-0400 | unlimitedDate:2012-12-28T00:00:00-0500 | digitalPurchaseDate:2012-01-03T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2011,4

