17528,Avengers (1998) #44,44,70670,13,, | Avengers | Black Knight (Sir Percy of Scandia) | Black Widow | Captain America | Captain Marvel (Carol Danvers) | Firebird | Hank Pym | Hercules | Kang | Quicksilver | Scarlet Witch | She-Hulk (Jennifer Walters) | Silverclaw | Stingray (Walter Newell) | Thor | Triathlon | Vision | Wasp | Whirlwind | Wonder Man, | letterer:Comicraft | letterer:Albert Deschesne | letterer:Richard Starkings | editor:Tom Brevoort | writer:Kurt Busiek | penciler:Manuel Garcia | penciler:Andy Kubert | inker:Bob Layton | colorist:Tom Smith,, | onsaleDate:2001-09-10T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-08-18T00:00:00-0400 | digitalPurchaseDate:2013-03-12T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2001,7

