17536,Avengers (1998) #51,51,58432,14,, | Avengers | Darkhawk | Human Torch | Kang | Mr. Fantastic | Scarlet Witch | She-Hulk (Jennifer Walters) | Spider-Man | Thing | Wasp | Wolverine | Wonder Man, | letterer:Comicraft | letterer:Albert Deschesne | letterer:Richard Starkings | penciler:Brent Anderson | penciler:Kieron Dwyer | editor:Tom Brevoort | writer:Kurt Busiek | inker:Tom Palmer | colorist:Tom Smith,, | onsaleDate:2002-04-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2013-08-13T15:40:09-0400 | digitalPurchaseDate:2013-05-14T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2002,2

