26599,The Marvels Project (2009) #4,4,34775,57,"Project Rebirth begins! As 98 pound weakling Steve Rogers finally enters the picture, Nazi spies move in the shadows onto US soil...and the Angel comes close to finding the man who's murdering masked heroes. Rated T  ...$3.99",, | writer:Ed Brubaker | letterer:Chris Eliopoulos | inker:Steve Epting | penciller:Steve McNiven | colorist:Dave Stewart,, | onsaleDate:2009-12-03T00:00:00-0500 | focDate:2009-11-12T00:00:00-0500 | unlimitedDate:2011-02-18T00:00:00-0500 | digitalPurchaseDate:2011-07-05T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2009,12

