48686,X-Men (2013) #13,13,42065,42,"BLOODLINE PART 1 - Jubilee is haunted by Shogo's past... or is it his future?! ",, | penciller (cover):Terry Dodson | artist:Clay Mann | writer:Brian Wood,, | onsaleDate:2014-04-16T00:00:00-0400 | focDate:2014-04-02T00:00:00-0400 | unlimitedDate:2014-10-20T00:00:00-0400 | digitalPurchaseDate:2014-04-16T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
