38267,Mystic (2011) #1,1,18783,126,"Here is the story of two seemingly ordinary orphan girls who find their lives turned upside down by magic. One of them will find herself responsible for saving the world and the other will attempt to destroy it! ",, | penciller (cover):Amanda Conner | penciller:David Lopez Lopez | writer:G. Willow Wilson,, | onsaleDate:2011-08-03T00:00:00-0400 | focDate:2011-07-19T00:00:00-0400 | unlimitedDate:2012-10-05T00:00:00-0400 | digitalPurchaseDate:2011-08-03T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,8
 
