15783,Ultimate Marvel Team-Up (2001) #9,9,49556,25,, | Fantastic Four (Ultimate) | Human Torch (Ultimate) | Invisible Woman (Ultimate) | Skrulls (Ultimate) | Thing (Ultimate), | letterer:Sharpe | writer:Brian Michael Bendis | colorist:Transparency Digital | editor:Ralph Macchio | editor:Brian Smith | penciller (cover):Jim Mahfood,, | onsaleDate:2001-12-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500, | printPrice:0 ,2001,10

